Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2020-01-02,300.2915954589844,300.31010039040234,298.12863413834935,299.06223049537607,59151200
2020-01-03,298.0176696777344,299.15462263719553,296.80678163064766,296.8622399985499,77709700
2020-01-06,299.15472412109375,299.2379117011673,296.12284853401087,296.2430177748089,55653900
2020-01-07,298.3135070800781,299.06222335747646,297.8605594022021,298.58154649187225,40496400
2020-01-08,299.9034423828125,301.13280757417783,298.2581110797959,298.5076738215414,68296000
2020-01-09,301.9369201660156,302.0108834726726,300.8924070771922,301.4840006955028,48473300
2020-01-10,301.0679931640625,302.68559471716,300.5965970362407,302.52847207746356,53029300
2020-01-13,303.1385498046875,303.14777406042305,301.26213308520016,301.6965757842309,47086800
2020-01-14,302.6763610839844,303.75782743480147,302.1124967486909,302.6948378031608,62832800
2020-01-15,303.3603515625,304.12754439738717,302.50071871879106,302.5839062641116,72056600
2020-01-16,305.8838806152344,305.8838806152344,304.5250940213374,304.7561799848659,54050300
2020-01-17,306.8359069824219,307.0484879829405,305.8191232558169,306.6048210540449,95846000
2020-01-21,306.235107421875,307.04853452646114,305.79144042572676,305.8653755221729,77742400
2020-01-22,306.2720031738281,307.7602110293039,306.11488055967266,307.10390676701644,48914900
2020-01-23,306.6233215332031,307.0392875200072,304.4880896462409,305.6157901924544,51963000
2020-01-24,303.896484375,307.3720258999948,302.59315630312693,307.2888383475858,87578400
2020-01-27,299.02520751953125,300.5226399031406,298.2487621431684,298.59076482229733,84062500
2020-01-28,302.1587219238281,303.04608396648996,299.11762328971656,300.4671571767047,63834000
2020-01-29,301.9091796875,303.76711982764965,301.70582291490285,303.53603386827723,53888900
2020-01-30,302.88897705078125,303.1015862851458,299.0622082933638,299.8201487893357,75491800
2020-01-31,297.3891906738281,302.41762404363953,296.4648467192119,302.26047315950973,113845600
2020-02-03,299.5982971191406,301.4839663014634,298.7663933709413,298.8865625739974,69083000
2020-02-04,304.1646423339844,305.04278044043446,302.92602472665646,303.24955077686127,62573200
2020-02-05,307.6770935058594,307.8897027555807,305.65280633997725,307.13173399612566,65951100
2020-02-06,308.7123107910156,308.9064150643585,307.6215638156708,308.6475999636579,50359700
2020-02-07,307.0670471191406,308.72160234812134,306.5124351513807,307.6401358092892,64139400
2020-02-10,309.3594055175781,309.424116359804,306.1334543767989,306.1704360307475,42070000
2020-02-11,309.89556884765625,311.5223950552163,309.35943354740334,310.7274727800859,54864500
2020-02-12,311.8921813964844,312.10476247413993,310.9770616061149,311.34679358393225,43992700
2020-02-13,311.559326171875,312.5391283658209,310.17281043983064,310.4501023027456,54501900
2020-02-14,312.0584716796875,312.17864088676066,310.76439600492625,311.9752841229601,64582200
2020-02-18,311.2543029785156,312.12318842131,309.8492823261326,311.05094621086727,57226200
2020-02-19,312.7425231933594,313.42652867761126,311.9476009504437,312.2341453132378,48814700
2020-02-20,311.4576416015625,313.01978481459753,308.43501944902675,312.18785286258,74163400
2020-02-21,308.2501220703125,310.40383030367497,307.41819024123384,310.08955685637517,113788200
2020-02-24,298.0269775390625,308.3241540854473,296.9362302805282,298.6925062863302,161088400
2020-02-25,288.9961242675781,300.05126977938426,288.10876199262657,299.43197514276005,218913200
2020-02-26,287.93304443359375,294.0429423659753,287.19358080361235,290.41027862363364,194773800
2020-02-27,275.00152587890625,287.98854465077966,275.00152587890625,282.3500419743186,284353500
2020-02-28,273.84613037109375,275.3528154279035,263.93716272410904,266.85809280681485,384975800
2020-03-02,285.7054443359375,285.7701551771477,272.18228895982,275.64857848375703,238703600
2020-03-03,277.5250549316406,290.0961399426762,275.0570720582425,286.0844900584087,300139100
2020-03-04,289.190185546875,289.41204723914103,280.3811903276575,282.96011740865407,176613400
2020-03-05,279.5770568847656,285.13237292520694,277.3124311838137,281.90642163958694,186366800
2020-03-06,274.9552917480469,276.1754323026294,268.272304300244,270.9713723296417,228667200
2020-03-09,253.48287963867188,262.68933850190564,252.761892406167,254.47190633607218,309417300
2020-03-10,266.5992736816406,266.6916855024435,252.80805061122447,263.10525495145106,276444100
2020-03-11,253.60293579101562,260.60947715989346,250.38623761894246,259.46329994536006,255316300
2020-03-12,229.3389434814453,246.48552399413035,228.94146830849624,236.63201558510855,392220700
2020-03-13,248.94422912597656,250.94081471913591,229.71787911587776,243.1855582502152,329566100
2020-03-16,221.703857421875,237.4639073134962,219.4022363721016,222.9332222160678,297240000
2020-03-17,233.6741180419922,236.78916627337,219.13419385660978,226.50120104796662,262070500
2020-03-18,221.84251403808594,229.57926720176667,210.7688791615743,218.37622475624084,327597100
2020-03-19,222.31393432617188,228.66418616779154,214.65113001420656,221.14926615253347,289322000
2020-03-20,212.7335205078125,227.30316138354542,212.45458386221685,225.49938715430844,347158800
2020-03-23,207.2942657470703,213.55167566820614,202.93359911441289,212.1663137671841,326025200
2020-03-24,226.07582092285156,226.9591225678549,217.38239337235527,217.9588519724159,235494500
2020-03-25,229.460205078125,238.3489062463398,222.91456567972472,227.6750306967431,299430300
2020-03-26,242.8583221435547,244.34594606435087,231.5614971068861,231.998494436637,257632800
2020-03-27,235.62464904785156,242.49571694001102,233.42107682873987,235.48518783928947,224341200
2020-03-30,243.2766876220703,244.00191416058755,235.7268861250434,237.74450500141083,171369500
2020-03-31,239.65060424804688,244.83876003365094,238.22804311533196,242.26328169849316,194881100
2020-04-01,228.86512756347656,239.5668944478358,226.77312451742173,230.56662507674426,189554600
2020-04-02,234.14633178710938,234.93663570998694,227.414724289921,227.97259756620485,177660400
2020-04-03,230.76193237304688,235.53170483848072,228.00048664961744,233.15145785500889,135561200
2020-04-06,246.2613525390625,248.25109402862012,230.74334663116602,239.73431151766573,188061200
2020-04-07,246.5124053955078,255.71721535242648,246.28926742976392,254.9547894699827,201427200
2020-04-08,254.7873992919922,256.6190654959148,246.6239388506935,249.14363259962127,153774500
2020-04-09,258.66461181640625,261.4539497078501,256.1263041203319,258.08812481750016,189999200
2020-04-13,256.3029479980469,258.02304526223554,252.35138623892095,257.6790314843199,114839100
2020-04-14,263.8620910644531,264.89413252854797,256.1635191410848,261.24941334722763,134143400
2020-04-15,258.2554931640625,264.0015221103493,256.11698386757354,258.07883283686436,121775000
2020-04-16,259.5013427734375,260.3660304941722,256.3958841006078,259.5478203768556,131798300
2020-04-17,266.51190185546875,267.12553110795915,262.569619073019,265.34037107877293,146684800
2020-04-20,261.81658935546875,266.6514537979473,261.5934513695323,262.7649541703153,100109300
2020-04-21,253.86688232421875,258.51577762123253,252.91848952388068,257.29776932338336,126385700
2020-04-22,259.5013427734375,261.26791732240457,257.46512435067166,258.80400847453427,92951600
2020-04-23,259.4828186035156,264.0015611750324,259.17600389091484,260.79381094294905,104709700
2020-04-24,263.0995788574219,263.778327778635,258.9434653698233,261.0168828657392,85063200
2020-04-27,266.89306640625,268.0273979884122,264.63371011234995,265.09859963988185,77896600
2020-04-28,265.6658630371094,270.93769604489376,265.3590199628111,270.5843753530903,105270000
2020-04-29,272.62060546875,274.1733495261763,270.01723454119,271.05858291221404,118745600
2020-04-30,270.082275390625,272.7228449445646,268.3249790622534,271.2258856602544,122901700
2020-05-01,262.9322814941406,270.2496396361669,261.75144368939675,265.275314984306,125180000
2020-05-04,263.6575012207031,263.9643158796331,259.5292791983489,261.0262101283875,80873200
2020-05-05,266.093505859375,268.9386278809035,263.7876432775508,266.511917840321,79569900
2020-05-06,264.2897033691406,268.204065349261,263.85270606675624,267.8135740256188,73632600
2020-05-07,267.4789733886719,269.4315161131545,266.967605987445,267.5440647668993,75250400
2020-05-08,271.904541015625,272.3787373296656,269.5056955882899,270.6493338384938,76452400
2020-05-11,271.96044921875,273.35511818910254,269.5244319571389,269.95212249648876,79514200
2020-05-12,266.5398254394531,273.57823267464636,266.4003358546942,273.15984904420077,95870800
2020-05-13,261.82586669921875,267.0233297826381,259.3712356323015,265.97267459299303,144721100
2020-05-14,264.9591979980469,265.0893523402095,253.8204322004255,259.3619370436062,121977900
2020-05-15,266.1772155761719,266.2236931911012,261.58410358651196,262.541775125876,111146300
2020-05-18,274.28485107421875,275.91196459754036,272.14637036483924,272.47177036981714,119703800
2020-05-19,271.4676208496094,275.4098753844556,271.44903548137995,273.680499777055,95189300
2020-05-20,276.079345703125,276.95334046749406,274.81485954380605,275.0473043561465,85861700
2020-05-21,274.1733093261719,276.7674013742696,273.0668697505342,275.94919109568605,78293900
2020-05-22,274.6940002441406,274.87066058212713,272.62988905126736,273.8850967884195,63958200
2020-05-26,278.07830810546875,280.96993572984945,274.7125124563696,280.7281840949622,88951400
2020-05-27,282.2158508300781,282.2530499391975,276.02351858090134,280.9048588860329,104817400
2020-05-28,281.69525146484375,285.2934930178406,281.0165023228916,283.2572739665981,90405200
2020-05-29,282.9504089355469,283.5454528602994,278.44097420466636,281.22100489331035,119090800
2020-06-01,284.0940856933594,284.70774350527944,281.77894405604576,282.2996182525933,55758300
2020-06-02,286.44635009765625,286.49285608025383,283.6756263705714,285.02378912295734,74267200
2020-06-03,290.2584228515625,291.22540102788236,288.1757268175862,288.45464918834904,92567600
2020-06-04,289.49603271484375,291.0208841943324,287.3761373132049,289.2635879191614,75794400
2020-06-05,296.91571044921875,298.71017764112366,294.8887984384263,294.9538897976216,150524700
2020-06-08,300.5046691894531,300.6999148898166,297.1853504102166,297.7339167705026,73641200
2020-06-09,298.26385498046875,300.5789959336958,296.93424926021106,297.8082439121536,77479200
2020-06-10,296.59954833984375,299.7515132727341,295.87432173907547,298.84962636380106,95000800
2020-06-11,279.5008544921875,290.2305122092479,278.9430097860382,289.58896242257265,209243600
2020-06-12,282.8481750488281,287.37619605433343,277.63212638734154,286.59518478615115,194678900
2020-06-15,285.4886474609375,286.6322859133372,275.9026276747615,277.09274373006485,135782700
2020-06-16,290.9837646484375,293.4755951042188,286.0652518566037,293.3268269893501,137627500
2020-06-17,289.77508544921875,292.3133937260107,289.0312448165561,292.01585747294564,83398900
2020-06-18,289.88653564453125,290.3700105766524,287.77594723699747,288.2408368014011,80828700
2020-06-19,288.2299499511719,293.5903602008235,286.2594673841226,293.39425527691634,135549600
2020-06-22,290.0790100097656,290.48056770618825,286.46493374299837,287.62292468132665,74649400
2020-06-23,291.4143981933594,293.7023932608422,291.0034927241014,292.7591745473895,68471200
2020-06-24,283.9807434082031,289.97620596157446,282.122349797961,289.35050004032456,132813500
2020-06-25,287.02520751953125,287.29603804217845,281.3566046977302,283.4017841112006,89468000
2020-06-26,280.2078552246094,286.12861976222734,279.61954070066207,285.9138192697122,127961000
