Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2020-06-29,284.3262939453125,284.4663688645096,279.16198959476344,281.4779994235635,79773300
2020-06-30,287.9683837890625,289.68673112616494,283.72863091230226,283.8873729872626,113394800
2020-07-01,289.9854736328125,291.2649002289828,288.6313784316934,289.09831370783115,72396500
2020-07-02,291.58245849609375,294.8229909603525,290.91007045309425,293.4595192207186,69344200
2020-07-06,296.083740234375,296.67208342709216,294.69228179409106,295.44871489916267,61713800
2020-07-07,293.0299987792969,296.5226666933672,292.64710830484086,294.5241978626802,82910000
2020-07-08,295.2712707519531,295.3833306910914,292.0214185190402,293.8050867161172,54638600
2020-07-09,293.5903015136719,296.1304311850912,290.13496821449627,295.8876156615187,83354200
2020-07-10,296.5881042480469,296.85893483322246,292.0775196026549,293.5250083347468,57550400
2020-07-13,294.01983642578125,301.36939399134485,293.35679623421123,298.960020218058,102997500
2020-07-14,297.8300476074219,298.6144955528962,291.36765000974606,292.5816704849982,93657000
2020-07-15,300.5663757324219,301.6776844605353,298.15697268343564,301.0893411927717,87196500
2020-07-16,299.576416015625,300.0340035787868,297.9888242870818,298.64254523400535,54622500
2020-07-17,300.4448547363281,301.2386504572244,298.59578066289,300.5942774543355,62774900
2020-07-20,302.8729553222656,303.6293883169463,299.41762229758507,300.17405529226573,56308800
2020-07-21,303.5173645019531,305.31038051767416,302.51811588410635,304.86214076348176,57292200
2020-07-22,305.2449645996094,305.5625057184736,303.04104341813326,303.1531033426866,57792900
2020-07-23,301.6029052734375,305.59055182494063,300.22079473054373,304.8808008978492,75738000
2020-07-24,299.6604919433594,300.6970749383659,298.1382778520449,299.72586974470505,73766600
2020-07-27,301.84576416015625,302.02320191741745,299.5577689740907,300.36091279634866,48293000
2020-07-28,299.9313049316406,302.2379670057291,299.6324594282381,301.10796278963994,57495000
2020-07-29,303.6200866699219,304.1897627090463,300.78111130160045,300.8184741155127,48454200
2020-07-30,302.5368347167969,302.95708805761114,298.50253374259074,300.6130627778545,61861700
2020-07-31,304.927490234375,305.0302308444196,300.08069839308894,304.34849488523076,84986800
2020-08-03,307.04736328125,307.8224634422945,306.05746259390503,306.60844290105194,53077900
2020-08-04,308.2333679199219,308.2333679199219,306.17884093375534,306.17884093375534,41917900
2020-08-05,310.1477966308594,310.4093077965834,309.2793036857555,309.5501341792031,42697700
2020-08-06,312.220947265625,312.3423550043595,309.2325784251359,309.55943883723586,43679400
2020-08-07,312.4451599121094,312.73465757970314,310.3252549597276,311.24045860212163,57308300
2020-08-10,313.37896728515625,313.56572430738385,310.9415501745177,312.90268415445775,44282100
2020-08-11,310.79217529296875,315.21874204317476,310.0544379174958,314.57436894345125,69601100
2020-08-12,315.12548828125,315.90993664012,313.22973095577595,313.257745950754,53774400
2020-08-13,314.5556335449219,315.88174238680034,313.621762909632,314.3501808651793,41816100
2020-08-14,314.5650329589844,315.1066939759868,313.4257094571057,314.1634753598281,47260400
2020-08-17,315.56427001953125,315.96582760402447,314.574369299887,315.59228500218256,35481000
2020-08-18,316.2460021972656,316.6755747593398,314.3502172288338,315.9658238745859,38733900
2020-08-19,314.92938232421875,317.15197175093834,314.3597060954794,316.62900618000594,68054200
2020-08-20,315.9098815917969,316.395484253293,313.05223860405044,313.18296572467267,42207800
2020-08-21,317.0304870605469,317.2546069451687,315.2280946567905,315.57365081155143,55106600
2020-08-24,320.2429504394531,320.317647555092,317.0024179962201,319.4958367857057,48588700
2020-08-25,321.363525390625,321.4475703192172,319.635859193206,320.8125451924313,38463400
2020-08-26,324.58551025390625,324.85631229086107,321.4103549456374,321.9613353477051,50790200
2020-08-27,325.2951965332031,326.76138049891904,323.6142405275689,325.46331493334617,58034100
2020-08-28,327.3963928222656,327.5271484061451,325.12709375470087,326.33179499405776,48588900
2020-08-31,326.2104187011719,328.0688125407522,325.97695099270294,327.18165234825597,66099200
2020-09-01,329.2828063964844,329.3855184912039,326.14498610216896,327.0508417988004,54908700
2020-09-02,334.0455322265625,335.02608497792954,330.05788643887195,331.2159053874942,69540000
2020-09-03,322.5496520996094,332.8128831611209,319.9347967371615,332.3365999291427,148011100
2020-09-04,319.9161376953125,324.82827889102447,312.7253208905337,323.24071557662177,139156300
2020-09-08,311.1750793457031,319.981502594332,310.86691452339585,314.44362712529994,114465300
2020-09-09,317.3200378417969,319.8134574738686,314.35030637624914,315.228147403876,91462300
2020-09-10,311.8100891113281,319.8787168137778,310.838855642696,319.21567662340465,90569500
2020-09-11,311.9688415527344,314.6864086904257,309.11119951092945,313.6124630929256,84680200
2020-09-14,316.0779724121094,317.8710172817062,312.11836847024654,315.17211639716646,65605700
2020-09-15,317.67486572265625,319.4025040289579,316.0872738471888,318.56202594761277,52920900
2020-09-16,316.4140625,320.37366496153686,316.1338842035227,318.92617684455166,82096000
2020-09-17,313.6311340332031,315.36814836359696,310.9695968250266,311.50190996655635,91523300
2020-09-18,310.0204162597656,314.55844047590506,307.50763095731395,314.44593197184844,105877900
2020-09-21,306.5700988769531,306.7201197911973,301.65703554310227,305.37934542544235,99450800
2020-09-22,309.6922912597656,310.25486247331366,305.52930433849474,308.07024574053406,63612100
2020-09-23,302.5102233886719,310.5361552510861,302.0039064467572,310.25485534399576,93112200
2020-09-24,303.3165283203125,306.4106267464723,299.8473633825088,301.1787808263067,76681300
2020-09-25,308.22021484375,309.01715959766386,301.5725705110975,302.4538966408297,71069400
2020-09-28,313.33953857421875,314.061487167799,311.42680829658167,312.4300567444478,64584600
2020-09-29,311.6330871582031,313.8833429517761,310.9298804343644,313.1332672251034,51304000
2020-09-30,313.99591064453125,317.1837757137039,312.1113072847554,312.30819717481097,104081100
2020-10-01,316.0116882324219,317.6056060760855,314.10834345111573,316.6211282495153,88698700
2020-10-02,313.01141357421875,315.9836469643129,310.5267552211133,311.0049450109112,89431100
2020-10-05,318.5621032714844,318.7496079388286,315.0460688562154,315.0929378696611,45713100
2020-10-06,314.0334167480469,320.8217262568447,313.5177431757404,318.7027204821956,90128900
2020-10-07,319.4996643066406,320.3153795899011,316.99623559021904,317.02436271676055,56999600
2020-10-08,322.3311767578125,322.3968162460818,320.53095513424523,321.45920737441287,45242500
2020-10-09,325.20977783203125,325.6785824624324,323.3720716926564,324.0002538737982,59528600
2020-10-12,330.4415588378906,331.9323538308198,327.2818208390196,327.7787525033293,80388500
2020-10-13,328.2850036621094,330.47900502057865,327.30988240938336,330.3008570432474,73255500
2020-10-14,326.2223205566406,329.972756879164,325.4816299847043,328.86638503127364,57727900
2020-10-15,325.819091796875,326.3066381225697,321.7217454940295,322.2655460644755,60357700
2020-10-16,325.62225341796875,328.86637270354765,325.4441054102422,327.1880445003351,89501900
2020-10-19,320.67169189453125,327.5349686413807,319.7622099387376,326.8974013316751,68425600
2020-10-20,321.9562072753906,325.2378390228432,321.26238571941064,322.03120341108115,60051900
2020-10-21,321.3468017578125,324.10337501204015,321.03737470751855,321.90934437005393,63575000
2020-10-22,323.1094665527344,323.70016487914387,319.39654243273725,321.5624172205322,55399300
2020-10-23,324.2064514160156,324.4033413018358,321.7217931926183,324.3470870487443,49143900
2020-10-26,318.21514892578125,321.58116197860556,314.6803444978062,320.78418856411594,91473000
2020-10-27,317.1181640625,318.8996157034688,316.9025036596991,318.56209014801703,65994100
2020-10-28,306.2793884277344,317.1462743349563,305.782456755137,311.3799841606688,127094300
2020-10-29,309.39227294921875,312.59888017023786,304.8073505403952,306.5138060348997,90597700
2020-10-30,306.1668395996094,309.12030211816017,302.4726579865341,307.7982700432069,120287300
2020-11-02,309.5985412597656,311.6237517685038,306.82319767723226,309.5985412597656,86068300
2020-11-03,315.06475830078125,317.14625147272767,309.68289167455185,312.8707566244415,93294200
2020-11-04,322.106201171875,326.23167501458374,318.40263420749625,319.59338732663514,126959700
2020-11-05,328.3881530761719,330.21650199405093,327.0942481328796,327.4505441159375,82039700
2020-11-06,328.3131408691406,329.57891862617254,325.95973333788027,328.09748051796964,74973000
2020-11-09,332.4386901855469,341.6460186911724,331.96988562147504,341.2615955150063,172304200
2020-11-10,331.951171875,333.0200314926261,328.6414125166696,331.4354696426757,85552000
2020-11-11,334.41705322265625,335.2515104499309,332.90748767935384,334.16388045075604,58649000
2020-11-12,331.17291259765625,334.46392979832933,329.34459196338446,333.39504165625914,67546200
2020-11-13,335.7578125,336.50788830791896,332.57930402945476,333.1043628177096,62892200
2020-11-16,339.9489440917969,340.1458339943813,337.1548586249361,338.45814903082425,74541100
2020-11-17,338.1205749511719,339.33948389843175,335.9828274369407,337.5111347843208,66111000
2020-11-18,334.0513916015625,338.94571257919876,334.01387922322834,338.3925266064036,70591300
2020-11-19,335.4577331542969,335.8327710162456,332.0542080453416,333.4137524851548,59940900
2020-11-20,333.1606750488281,335.4015748426542,333.08567890040865,335.1952996675471,70417300
2020-11-23,335.1576843261719,336.43284736607615,332.7292806005209,334.9889215838998,63230600
2020-11-24,340.5583801269531,341.1115660650556,336.8735832130255,337.7361675656887,62415900
2020-11-25,340.0332946777344,340.50209919331934,338.92692288820746,340.47397206692654,45330900
2020-11-27,340.98028564453125,341.4584467885662,339.95826663055004,341.1396631546907,28514100
2020-11-30,339.4707336425781,340.46459695612174,336.7610583408777,340.19268231719144,83872700
2020-12-01,343.18365478515625,344.74008924452716,342.16166435248135,342.76174788004687,74231400
2020-12-02,343.9056396484375,344.0650171671395,341.4772355847529,342.0585486314227,45927000
2020-12-03,343.81182861328125,345.2182420401167,342.69607167224075,343.80244336743164,62882000
2020-12-04,346.774658203125,346.774658203125,344.30874221215817,344.4025088250892,50749900
2020-12-07,346.0621032714844,346.5590348982275,344.7775835163308,345.99646377406117,48944300
2020-12-08,347.07476806640625,347.6466958745424,344.73074535065103,344.7776143595427,42458900
2020-12-09,343.9619140625,347.89985522890714,343.11807157066704,347.7404777008644,74098300
2020-12-10,343.849365234375,344.9088393885953,341.69284732633156,342.57420209172693,57735400
2020-12-11,343.4461975097656,343.8587477975953,340.5958864838353,342.1335505091979,57698600
2020-12-14,341.9085388183594,346.7278347271042,341.73039079976473,345.6402333479228,69216200
2020-12-15,346.5309753417969,346.5309753417969,343.089965655535,344.4776089370211,63865300
2020-12-16,347.07476806640625,348.0029919055066,345.8558590860784,346.7465991634888,58420500
2020-12-17,349.0155944824219,349.2218696243866,347.8998373890977,348.73432320408733,64119500
2020-12-18,347.62200927734375,349.4769737830207,345.5881373775512,349.30749164191985,136542300
2020-12-21,346.3791198730469,356.36014779397095,340.88957032108044,343.6578938643592,96386700
2020-12-22,345.7952575683594,346.82160430191885,344.65592275191625,346.70861621903515,47949000
2020-12-23,346.1059875488281,348.0362675918422,345.7764198319536,346.77451949870044,46201400
2020-12-24,347.4525451660156,347.4807921909982,345.9930676493673,346.5862551740015,26457900
2020-12-28,350.4374084472656,350.8328667521187,349.4016364229646,350.03249615445316,39000400
2020-12-29,349.76885986328125,352.1605464869745,349.17564364985685,351.98163909767106,53680500
2020-12-30,350.2679443359375,351.31314175218836,349.87248597829733,350.59751212432394,49455300
2020-12-31,352.04754638671875,352.7819976888743,349.55229700987786,350.07016865459974,78520700
2021-01-04,347.2547912597656,353.5258889790341,343.5166152971477,353.3940503814856,110210800
2021-01-05,349.646484375,350.7481758528555,346.55801836523364,346.6051158986123,66426200
2021-01-06,351.73687744140625,354.9666075632353,347.5655701417493,348.1211141823678,107997700
2021-01-07,356.9627990722656,357.7160722909524,353.9590739807371,354.1379813988932,68766800
2021-01-08,358.9965515136719,359.2131024056668,355.0794688647479,358.36566313339733,71677200
2021-01-11,356.5766906738281,358.3563106333283,355.66333192921377,355.78574527676943,51034700
2021-01-12,356.6519775390625,357.67832429486367,354.3827043735566,356.76499435991997,52547700
2021-01-13,357.6125183105469,358.620014800048,355.78580053759146,356.57674605750015,45303600
2021-01-14,356.3600769042969,358.8741767085713,356.0211126532171,358.3657015964268,49989100
2021-01-15,353.7613220214844,355.5315168450217,351.8781103604395,354.7217496238266,107160000
2021-01-19,356.5389709472656,357.0851183120567,354.7499259728088,356.2470754968001,51233300
2021-01-20,361.4730529785156,362.3204924247387,358.4599030191362,358.85536135079406,61836100
2021-01-21,361.8025817871094,362.47114255475856,360.8704012961552,362.0379832230494,47840100
2021-01-22,360.52203369140625,361.69904094267855,359.5427556123997,359.92881743908043,52860500
2021-01-25,361.94384765625,362.30163370303234,356.360103725601,361.2658903675394,70402000
2021-01-26,361.37884521484375,363.31855058052645,361.1434437992461,362.9042417902327,42665300
2021-01-27,352.5466003417969,358.11149358371074,350.2867523655921,358.017327264801,123351100
2021-01-28,355.57855224609375,359.62744511564784,353.9401675826362,354.38269465954875,94198100
2021-01-29,348.4600524902344,354.6746562888395,346.76514487123615,353.695378246898,126765100
2021-02-01,354.2602844238281,355.3054528443907,348.7518859293022,351.8968451778579,75817600
2021-02-02,359.2696838378906,360.8421781777744,354.34510386252526,357.48063855333345,64450700
2021-02-03,359.55218505859375,361.2941615578961,358.2621896938409,360.1077290394092,52427100
2021-02-04,363.63873291015625,363.6858017042245,359.665155429966,360.59733594252646,47142600
2021-02-05,365.0699768066406,365.7856064102736,363.59167753909736,365.53138318897015,48669800
2021-02-08,367.7064514160156,367.75352020684556,365.67257965401774,366.5388408068623,38365200
2021-02-09,367.4616394042969,368.06428086991536,366.4447178504741,366.85899793867844,35551100
2021-02-10,367.3015441894531,369.3730882539895,364.87221409152033,369.2224278915209,59154400
2021-02-11,367.8948059082031,368.81758996668185,365.4372284841901,368.39385584883775,42913300
2021-02-12,369.7121276855469,369.9569256617174,367.009694809745,367.0850393682048,50593300
2021-02-16,369.3919677734375,371.15279487134046,368.6669416052637,370.95503695094993,50972400
2021-02-17,369.4767150878906,369.73093831008623,366.59537489203046,367.6217505052759,52290600
2021-02-18,367.90423583984375,368.6575090194451,365.0982400850984,366.84021664039767,59712800
2021-02-19,367.2544860839844,369.46726532286857,366.8025049834271,369.17536984194413,83241000
2021-02-22,364.4296875,366.868443046135,364.1566137751426,364.45793452425914,67414200
2021-02-23,364.8722229003906,366.2375627125511,357.9985125180262,362.19806605694515,107284100
2021-02-24,368.892822265625,369.32598153906656,362.77238575448916,363.770485409771,72433900
2021-02-25,360.0041198730469,368.99647217971085,358.5446424299502,367.6123105542624,146670500
2021-02-26,358.14910888671875,363.0642914968306,356.14351300324233,361.9061349456789,152701600
2021-03-01,366.8307800292969,368.092557106135,358.34693119329995,363.0737820303415,105348800
2021-03-02,363.96826171875,367.2921285660822,363.45978661380974,367.05672714988157,79595300
2021-03-03,359.14727783203125,364.2413396525993,359.0436862570504,363.262090362115,119940200
2021-03-04,354.70294189453125,361.57665323526015,350.16439471520715,358.95899007219697,183433000
2021-03-05,361.228271484375,362.29229073571577,350.88003196852657,358.243368175176,152039600
2021-03-08,359.4298095703125,365.0417727550785,359.14733929116716,362.1981332480648,123149200
2021-03-09,364.56146240234375,367.14145261896294,362.81006099772014,363.3185360810655,113633600
2021-03-10,366.8307800292969,368.54450950569117,365.5031411200717,366.93437161121443,109899400
2021-03-11,370.55010986328125,372.54630945675626,368.86462752385484,369.32603388178114,86245000
2021-03-12,371.0491027832031,371.19033787699163,368.35612454322694,369.1753168227229,64653600
2021-03-15,373.261962890625,373.52561136821595,369.1377248418227,371.3034067123533,73427200
2021-03-16,372.7911682128906,374.59903531754907,372.00961928081665,373.8834344257395,73722500
2021-03-17,374.06231689453125,374.872084062615,370.3335373606462,371.4917228010157,97959300
2021-03-18,368.619873046875,373.5538785663283,367.9324904231106,371.44469063169737,115349100
2021-03-19,367.93780517578125,369.9122034598973,365.73666172842405,368.31567534165566,113624500
2021-03-22,370.875732421875,372.2738835812704,368.4006499768492,368.4573290534802,73778600
2021-03-23,367.9566345214844,371.6975976242941,367.1630986408666,370.2333401355902,90686600
2021-03-24,366.08612060546875,371.02685782416563,366.03889765510655,369.3736509465277,97588600
2021-03-25,368.1456298828125,368.94859315627457,362.6664116960454,364.63138264221186,116128600
2021-03-26,374.0782775878906,374.4844872829987,368.70299031657015,369.30757679748655,114409100
2021-03-29,373.8892517089844,374.8056017814592,371.08352242148015,372.58557543787185,108107600
2021-03-30,372.8973693847656,373.57754711050563,371.28192926760727,372.6045178890649,76262200
2021-03-31,374.40887451171875,375.98651907327525,373.4453013490467,373.47364088825344,112734200
2021-04-01,378.4521789550781,378.5088868681517,376.1565895873112,376.3644225030954,99682900
2021-04-05,383.88409423828125,384.43203041114225,381.0689373716322,381.14449986290174,91684800
2021-04-06,383.6574401855469,384.71548821284597,382.9772623351908,383.3173656751921,62021000
2021-04-07,384.1014099121094,384.45094051407284,383.02447856632034,383.4873673278781,55836300
2021-04-08,385.9246520996094,385.98133117909094,384.42259883406024,385.3672885982781,57863100
2021-04-09,388.73046875,388.9005348561053,385.6791385804487,385.8019528899941,61104600
2021-04-12,388.8720703125,389.14600955996264,387.51171487882584,388.12575739952746,56704900
2021-04-13,390.0246276855469,390.6575825539483,388.38087661395605,388.7682029021352,56551000
2021-04-14,388.6926574707031,391.0638094336997,388.144721203013,389.9963052708021,61659900
2021-04-15,392.86810302734375,393.14207111410866,390.8086863894439,390.8559093428397,60229800
2021-04-16,394.1812438964844,394.79528645183314,392.7358697703559,394.17178777374835,82037300
