Date,Gold_Price,SPY_Open,SPY_Close,Sensex_Open,Sensex_Close
2020-04-08,1665.4000244140625,249.14363259962127,254.7873992919922,29701.92,29893.96
2020-04-09,1736.199951171875,258.08812481750016,258.66461181640625,30571.19,31159.62
2020-04-13,1744.800048828125,257.6790314843199,256.3029479980469,31195.72,30690.02
2020-04-15,1727.199951171875,258.0788328368644,258.2554931640625,31277.11,30379.81
2020-04-16,1720.4000244140625,259.5478203768556,259.5013427734375,30095.51,30602.61
2020-04-17,1689.199951171875,265.34037107877293,266.51190185546875,31656.68,31588.72
2020-04-20,1701.5999755859375,262.7649541703153,261.81658935546875,32056.19,31648.0
2020-04-21,1678.199951171875,257.29776932338336,253.86688232421875,30836.19,30636.71
2020-04-22,1728.699951171875,258.80400847453427,259.5013427734375,30856.14,31379.55
2020-04-23,1733.300048828125,260.79381094294905,259.4828186035156,31646.45,31863.08
2020-04-24,1723.5,261.0168828657392,263.0995788574219,31426.62,31327.22
2020-04-27,1711.9000244140625,265.09859963988185,266.89306640625,31659.04,31743.08
2020-04-28,1710.5,270.5843753530903,265.6658630371094,32101.91,32114.52
2020-04-29,1703.4000244140625,271.05858291221404,272.62060546875,32311.04,32720.16
2020-04-30,1684.199951171875,271.2258856602544,270.082275390625,33381.19,33717.62
2020-05-04,1706.9000244140625,261.0262101283875,263.6575012207031,32748.14,31715.35
2020-05-05,1704.4000244140625,266.511917840321,266.093505859375,32182.9,31453.51
2020-05-06,1684.199951171875,267.8135740256188,264.2897033691406,31577.63,31685.75
2020-05-07,1721.800048828125,267.5440647668993,267.4789733886719,31677.69,31443.38
2020-05-08,1709.9000244140625,270.6493338384938,271.904541015625,32083.32,31642.7
2020-05-11,1695.300048828125,269.9521224964888,271.96044921875,32030.34,31561.22
2020-05-12,1704.4000244140625,273.1598490442008,266.5398254394531,31342.93,31371.12
2020-05-13,1713.9000244140625,265.97267459299303,261.82586669921875,32841.87,32008.61
2020-05-14,1738.0999755859375,259.3619370436062,264.9591979980469,31466.33,31122.89
2020-05-15,1753.4000244140625,262.541775125876,266.1772155761719,31296.28,31097.73
2020-05-18,1731.800048828125,272.47177036981714,274.28485107421875,31248.26,30028.98
2020-05-19,1744.199951171875,273.680499777055,271.4676208496094,30450.74,30196.17
2020-05-20,1750.5999755859375,275.0473043561465,276.079345703125,30159.59,30818.61
2020-05-21,1720.5,275.94919109568605,274.1733093261719,30904.29,30932.9
2020-05-22,1734.5999755859375,273.8850967884195,274.6940002441406,30822.78,30672.59
2020-05-26,1704.800048828125,280.7281840949622,278.07830810546875,30864.27,30609.3
2020-05-27,1710.300048828125,280.9048588860329,282.2158508300781,30793.11,31605.22
2020-05-28,1713.300048828125,283.2572739665981,281.6952514648437,31827.8,32200.59
2020-05-29,1736.9000244140625,281.22100489331035,282.9504089355469,32041.29,32424.1
2020-06-01,1737.800048828125,282.2996182525933,284.0940856933594,32906.05,33303.52
2020-06-02,1725.199951171875,285.02378912295734,286.44635009765625,33450.19,33825.53
2020-06-03,1697.800048828125,288.45464918834904,290.2584228515625,34185.41,34109.54
2020-06-04,1718.9000244140625,289.2635879191614,289.4960327148437,34072.5,33980.7
2020-06-05,1676.199951171875,294.9538897976216,296.91571044921875,34198.55,34287.24
2020-06-08,1698.300048828125,297.7339167705026,300.5046691894531,34841.17,34370.58
2020-06-09,1714.699951171875,297.8082439121536,298.26385498046875,34520.79,33956.69
2020-06-10,1713.300048828125,298.84962636380106,296.5995483398437,34029.14,34247.05
2020-06-11,1732.0,289.58896242257265,279.5008544921875,34214.69,33538.37
2020-06-12,1729.300048828125,286.59518478615115,282.8481750488281,32436.69,33780.89
2020-06-15,1720.300048828125,277.09274373006485,285.4886474609375,33670.55,33228.8
2020-06-16,1729.5999755859375,293.3268269893501,290.9837646484375,33853.72,33605.22
2020-06-17,1729.199951171875,292.01585747294564,289.77508544921875,33438.31,33507.92
2020-06-18,1724.800048828125,288.2408368014011,289.88653564453125,33371.52,34208.05
2020-06-19,1745.9000244140625,293.39425527691634,288.2299499511719,34335.38,34731.73
2020-06-22,1756.699951171875,287.62292468132665,290.0790100097656,34892.03,34911.32
2020-06-23,1772.0999755859375,292.7591745473895,291.4143981933594,35015.73,35430.43
2020-06-24,1765.800048828125,289.35050004032456,283.9807434082031,35679.74,34868.98
2020-06-25,1762.0999755859375,283.4017841112006,287.02520751953125,34525.39,34842.1
2020-06-26,1772.5,285.9138192697122,280.2078552246094,35144.78,35171.27
2020-06-29,1774.800048828125,281.4779994235635,284.3262939453125,34926.95,34961.52
2020-06-30,1793.0,283.8873729872626,287.9683837890625,35168.3,34915.8
2020-07-01,1773.199951171875,289.09831370783115,289.9854736328125,35009.59,35414.45
2020-07-02,1784.0,293.4595192207186,291.5824584960937,35604.0,35843.7
2020-07-06,1788.5,295.44871489916267,296.083740234375,36313.46,36487.28
2020-07-07,1804.199951171875,294.5241978626802,293.0299987792969,36660.35,36674.52
2020-07-08,1815.5,293.8050867161172,295.2712707519531,36738.38,36329.01
2020-07-09,1799.199951171875,295.8876156615187,293.5903015136719,36450.69,36737.69
2020-07-10,1798.199951171875,293.5250083347468,296.5881042480469,36555.13,36594.33
2020-07-13,1811.0,298.960020218058,294.01983642578125,36880.66,36693.69
2020-07-14,1810.5999755859373,292.5816704849982,297.8300476074219,36517.28,36033.06
2020-07-15,1811.4000244140625,301.0893411927717,300.5663757324219,36314.76,36051.81
2020-07-16,1798.699951171875,298.6425452340053,299.576416015625,36401.2,36471.68
2020-07-17,1808.300048828125,300.5942774543355,300.4448547363281,36547.75,37020.14
2020-07-20,1815.9000244140625,300.17405529226573,302.8729553222656,37409.03,37418.99
2020-07-21,1842.4000244140625,304.86214076348176,303.5173645019531,37823.61,37930.33
2020-07-22,1864.0999755859373,303.1531033426866,305.2449645996094,38178.07,37871.52
2020-07-23,1889.0999755859373,304.8808008978492,301.6029052734375,37814.92,38140.47
2020-07-24,1897.300048828125,299.72586974470505,299.6604919433594,37949.59,38128.9
2020-07-27,1931.0,300.36091279634866,301.84576416015625,38275.34,37934.73
2020-07-28,1944.699951171875,301.10796278963994,299.9313049316406,38052.18,38492.95
2020-07-29,1953.5,300.8184741155127,303.6200866699219,38427.15,38071.13
2020-07-30,1942.300048828125,300.6130627778545,302.5368347167969,38262.83,37736.07
2020-07-31,1962.800048828125,304.3484948852308,304.927490234375,37847.88,37606.89
2020-08-03,1966.0,306.60844290105194,307.04736328125,37595.73,36939.6
2020-08-04,2001.199951171875,306.17884093375534,308.2333679199219,37092.86,37687.91
2020-08-05,2031.0999755859373,309.5501341792031,310.1477966308594,37892.36,37663.33
2020-08-06,2051.5,309.55943883723586,312.220947265625,37946.8,38025.45
2020-08-07,2010.0999755859373,311.24045860212163,312.4451599121094,37951.07,38040.57
2020-08-10,2024.4000244140625,312.90268415445775,313.37896728515625,38168.42,38182.08
2020-08-11,1932.5999755859373,314.57436894345125,310.79217529296875,38371.34,38407.01
2020-08-12,1934.9000244140625,313.257745950754,315.12548828125,38321.13,38369.63
2020-08-13,1956.699951171875,314.3501808651793,314.5556335449219,38456.64,38310.49
2020-08-14,1937.0,314.1634753598281,314.5650329589844,38432.94,37877.34
2020-08-17,1985.0,315.59228500218256,315.56427001953125,38062.07,38050.78
2020-08-18,1999.4000244140625,315.9658238745859,316.2460021972656,38084.7,38528.32
2020-08-19,1958.699951171875,316.62900618000594,314.92938232421875,38727.89,38614.79
2020-08-20,1933.800048828125,313.18296572467267,315.9098815917969,38283.9,38220.39
2020-08-21,1934.5999755859373,315.57365081155143,317.0304870605469,38471.93,38434.72
2020-08-24,1927.699951171875,319.4958367857057,320.2429504394531,38566.96,38799.08
2020-08-25,1911.800048828125,320.8125451924313,321.363525390625,38948.46,38843.88
2020-08-26,1940.699951171875,321.9613353477051,324.58551025390625,38930.18,39073.92
2020-08-27,1921.5999755859373,325.46331493334617,325.2951965332031,39293.53,39113.47
2020-08-28,1964.5999755859373,326.33179499405776,327.3963928222656,39264.48,39467.31
2020-08-31,1967.5999755859373,327.181652348256,326.2104187011719,39888.15,38628.29
2020-09-01,1968.199951171875,327.0508417988004,329.2828063964844,38754.0,38900.8
2020-09-02,1934.4000244140625,331.2159053874942,334.0455322265625,38892.64,39086.03
2020-09-03,1927.5999755859373,332.3365999291427,322.5496520996094,39165.8,38990.94
2020-09-04,1923.9000244140625,323.24071557662177,319.9161376953125,38325.0,38357.18
2020-09-08,1933.0,314.44362712529994,311.1750793457031,38498.07,38365.35
2020-09-09,1944.699951171875,315.228147403876,317.3200378417969,37988.56,38193.92
2020-09-10,1954.199951171875,319.21567662340465,311.8100891113281,38516.88,38840.32
2020-09-11,1937.800048828125,313.6124630929256,311.9688415527344,38865.17,38854.55
2020-09-14,1953.0999755859373,315.17211639716646,316.0779724121094,39073.51,38756.63
2020-09-15,1956.300048828125,318.5620259476128,317.67486572265625,38904.67,39044.35
2020-09-16,1960.199951171875,318.92617684455166,316.4140625,39161.01,39302.85
2020-09-17,1940.0,311.50190996655635,313.6311340332031,39120.64,38979.85
2020-09-18,1952.0999755859373,314.44593197184844,310.0204162597656,39200.42,38845.82
2020-09-21,1901.199951171875,305.37934542544235,306.5700988769531,38812.69,38034.14
2020-09-22,1898.5999755859373,308.07024574053406,309.6922912597656,38200.71,37734.08
2020-09-23,1859.9000244140625,310.25485534399576,302.5102233886719,38124.94,37668.42
2020-09-24,1868.300048828125,301.1787808263067,303.3165283203125,37282.18,36553.6
2020-09-25,1857.699951171875,302.4538966408297,308.22021484375,36991.89,37388.66
2020-09-28,1872.800048828125,312.4300567444478,313.33953857421875,37756.25,37981.63
2020-09-29,1894.300048828125,313.1332672251034,311.6330871582031,38176.86,37973.22
2020-09-30,1887.5,312.30819717481097,313.99591064453125,38068.89,38067.93
2020-10-01,1908.4000244140625,316.6211282495153,316.0116882324219,38410.2,38697.05
2020-10-05,1912.5,315.0929378696611,318.5621032714844,38956.78,38973.7
2020-10-06,1901.0999755859373,318.7027204821956,314.0334167480469,39336.34,39574.57
2020-10-07,1883.5999755859373,317.0243627167605,319.4996643066406,39633.19,39878.95
2020-10-08,1888.5999755859373,321.45920737441287,322.3311767578125,40204.32,40182.67
2020-10-09,1919.5,324.0002538737982,325.20977783203125,40226.25,40509.49
2020-10-12,1922.5,327.7787525033293,330.4415588378906,40716.95,40593.8
2020-10-13,1888.5,330.3008570432474,328.2850036621094,40592.54,40625.51
2020-10-14,1901.300048828125,328.86638503127364,326.2223205566406,40623.19,40794.74
2020-10-15,1903.199951171875,322.2655460644755,325.819091796875,41048.05,39728.41
2020-10-16,1900.800048828125,327.1880445003351,325.62225341796875,39936.61,39982.98
2020-10-19,1906.4000244140625,326.8974013316751,320.67169189453125,40318.57,40431.6
2020-10-20,1910.4000244140625,322.03120341108115,321.9562072753906,40420.29,40544.37
2020-10-21,1924.5999755859373,321.909344370054,321.3468017578125,40767.14,40707.31
2020-10-22,1901.0999755859373,321.5624172205322,323.1094665527344,40531.31,40558.49
2020-10-23,1902.0,324.3470870487443,324.2064514160156,40728.39,40685.5
2020-10-26,1902.699951171875,320.78418856411594,318.21514892578125,40649.76,40145.5
2020-10-27,1908.800048828125,318.56209014801703,317.1181640625,40199.08,40522.1
2020-10-28,1876.199951171875,311.3799841606688,306.2793884277344,40664.35,39922.46
2020-10-29,1865.5999755859373,306.5138060348997,309.39227294921875,39537.17,39749.85
2020-10-30,1877.4000244140625,307.7982700432069,306.1668395996094,39779.82,39614.07
2020-11-02,1890.4000244140625,309.5985412597656,309.5985412597656,39880.38,39757.58
2020-11-03,1908.5,312.8707566244415,315.06475830078125,39990.75,40261.13
2020-11-04,1894.5999755859373,319.59338732663514,322.106201171875,40171.71,40616.14
2020-11-05,1945.300048828125,327.4505441159375,328.3881530761719,41112.12,41340.16
2020-11-06,1950.300048828125,328.09748051796964,328.3131408691406,41438.76,41893.06
2020-11-09,1853.199951171875,341.2615955150063,332.4386901855469,42273.97,42597.43
2020-11-10,1875.4000244140625,331.4354696426757,331.951171875,42959.25,43277.65
2020-11-11,1860.699951171875,334.16388045075604,334.41705322265625,43444.06,43593.67
2020-11-12,1872.5999755859373,333.39504165625914,331.17291259765625,43291.89,43357.19
2020-11-13,1885.699951171875,333.1043628177096,335.7578125,43298.92,43443.0
2020-11-17,1884.5,337.5111347843208,338.1205749511719,44095.85,43952.71
2020-11-18,1873.5,338.3925266064036,334.0513916015625,43978.58,44180.05
2020-11-19,1861.0999755859373,333.4137524851548,335.4577331542969,43902.24,43599.96
2020-11-20,1872.5999755859373,335.1952996675471,333.1606750488281,43732.14,43882.25
2020-11-23,1837.800048828125,334.9889215838998,335.1576843261719,44164.17,44077.15
2020-11-24,1804.800048828125,337.7361675656887,340.5583801269531,44341.19,44523.02
2020-11-25,1805.699951171875,340.47397206692654,340.0332946777344,44749.73,43828.1
2020-11-27,1781.9000244140625,341.1396631546907,340.98028564453125,44325.03,44149.72
2020-12-01,1814.0999755859373,342.76174788004687,343.18365478515625,44435.83,44655.44
2020-12-02,1825.699951171875,342.0585486314227,343.9056396484375,44729.52,44618.04
2020-12-03,1836.800048828125,343.80244336743164,343.81182861328125,44902.02,44632.65
2020-12-04,1835.9000244140625,344.4025088250892,346.774658203125,44665.91,45079.55
2020-12-07,1861.800048828125,345.9964637740612,346.0621032714844,45099.92,45426.97
2020-12-08,1870.800048828125,344.7776143595427,347.07476806640625,45568.8,45608.51
2020-12-09,1834.5999755859373,347.7404777008644,343.9619140625,45891.04,46103.5
2020-12-10,1833.5999755859373,342.57420209172693,343.849365234375,45999.42,45959.88
2020-12-11,1839.800048828125,342.1335505091979,343.4461975097656,46060.32,46099.01
2020-12-14,1828.699951171875,345.6402333479228,341.9085388183594,46284.7,46253.46
2020-12-15,1852.300048828125,344.4776089370211,346.5309753417969,46287.39,46263.17
2020-12-16,1856.0999755859373,346.7465991634888,347.07476806640625,46573.31,46666.46
2020-12-17,1887.199951171875,348.73432320408733,349.0155944824219,46774.32,46890.34
2020-12-18,1885.699951171875,349.30749164191985,347.6220092773437,47026.02,46960.69
2020-12-21,1879.199951171875,343.6578938643592,346.3791198730469,46932.18,45553.96
2020-12-22,1866.5999755859373,346.70861621903515,345.7952575683594,45529.61,46006.69
2020-12-23,1874.699951171875,346.77451949870044,346.1059875488281,46072.3,46444.18
2020-12-24,1879.9000244140625,346.5862551740015,347.4525451660156,46743.49,46973.54
2020-12-28,1877.199951171875,350.0324961544532,350.4374084472656,47153.59,47353.75
2020-12-29,1879.699951171875,351.98163909767106,349.76885986328125,47466.62,47613.08
2020-12-30,1891.0,350.59751212432394,350.2679443359375,47789.03,47746.22
2020-12-31,1893.0999755859373,350.07016865459974,352.04754638671875,47753.11,47751.33
2021-01-04,1944.699951171875,353.3940503814856,347.2547912597656,48109.17,48176.8
2021-01-05,1952.699951171875,346.6051158986123,349.646484375,48037.63,48437.78
2021-01-06,1906.9000244140625,348.1211141823678,351.73687744140625,48616.66,48174.06
2021-01-07,1912.300048828125,354.1379813988932,356.9627990722656,48524.36,48093.32
2021-01-08,1834.0999755859373,358.36566313339733,358.9965515136719,48464.91,48782.51
2021-01-11,1849.5999755859373,355.78574527676943,356.5766906738281,49252.31,49269.32
2021-01-12,1842.9000244140625,356.76499435992,356.6519775390625,49228.26,49517.11
2021-01-13,1853.5999755859373,356.57674605750015,357.6125183105469,49763.93,49492.32
2021-01-14,1850.300048828125,358.3657015964268,356.3600769042969,49432.83,49584.16
2021-01-15,1829.300048828125,354.7217496238266,353.7613220214844,49656.71,49034.67
2021-01-19,1839.5,356.2470754968001,356.5389709472656,48900.31,49398.29
2021-01-20,1865.9000244140625,358.85536135079406,361.4730529785156,49508.79,49792.12
2021-01-21,1865.300048828125,362.0379832230494,361.8025817871094,50096.57,49624.76
2021-01-22,1855.699951171875,359.92881743908043,360.5220336914063,49594.95,48878.54
2021-01-25,1854.9000244140625,361.2658903675394,361.94384765625,49253.68,48347.59
2021-01-27,1844.9000244140625,358.017327264801,352.5466003417969,48385.28,47409.93
2021-01-28,1837.9000244140625,354.38269465954875,355.5785522460937,46834.57,46874.36
2021-01-29,1847.300048828125,353.695378246898,348.4600524902344,47423.47,46285.77
2021-02-01,1860.800048828125,351.8968451778579,354.2602844238281,46617.95,48600.61
2021-02-02,1830.5,357.48063855333345,359.2696838378906,49193.26,49797.72
2021-02-03,1832.199951171875,360.1077290394092,359.5521850585937,50231.06,50255.75
2021-02-04,1788.9000244140625,360.59733594252646,363.63873291015625,50212.25,50614.29
2021-02-05,1810.9000244140625,365.53138318897015,365.0699768066406,51031.39,50731.63
2021-02-08,1831.9000244140625,366.5388408068623,367.7064514160156,51146.67,51348.77
2021-02-09,1835.300048828125,366.8589979386784,367.4616394042969,51484.23,51329.08
2021-02-10,1840.5999755859373,369.2224278915209,367.3015441894531,51355.89,51309.39
2021-02-11,1824.9000244140625,368.39385584883775,367.8948059082031,51165.84,51531.52
2021-02-12,1821.5999755859373,367.0850393682048,369.7121276855469,51614.77,51544.3
2021-02-16,1797.199951171875,370.95503695094993,369.3919677734375,52400.03,52104.17
2021-02-17,1771.0999755859375,367.6217505052759,369.4767150878906,51996.94,51703.83
2021-02-18,1773.4000244140625,366.84021664039767,367.90423583984375,51903.96,51324.69
2021-02-19,1775.800048828125,369.1753698419441,367.2544860839844,51238.02,50889.76
2021-02-22,1806.699951171875,364.4579345242592,364.4296875,50910.51,49744.32
2021-02-23,1804.4000244140625,362.1980660569452,364.8722229003906,49994.85,49751.41
2021-02-24,1796.4000244140625,363.770485409771,368.892822265625,49763.94,50781.69
2021-02-25,1774.4000244140625,367.6123105542624,360.0041198730469,51207.61,51039.31
2021-02-26,1728.0999755859375,361.9061349456789,358.14910888671875,50256.71,49099.99
2021-03-01,1722.5,363.0737820303415,366.8307800292969,49747.71,49849.84
2021-03-02,1733.0999755859375,367.0567271498816,363.96826171875,50258.09,50296.89
2021-03-03,1715.300048828125,363.262090362115,359.14727783203125,50738.21,51444.65
2021-03-04,1700.199951171875,358.95899007219697,354.70294189453125,50812.14,50846.08
2021-03-05,1698.0,358.243368175176,361.228271484375,50517.36,50405.32
2021-03-08,1677.699951171875,362.1981332480648,359.4298095703125,50654.02,50441.07
2021-03-09,1716.5999755859375,363.3185360810655,364.56146240234375,50714.16,51025.48
2021-03-10,1721.5,366.9343716112144,366.8307800292969,51404.68,51279.51
2021-03-12,1719.5,369.1753168227229,371.0491027832031,51660.98,50792.08
2021-03-15,1728.9000244140625,371.3034067123533,373.261962890625,50773.47,50395.08
2021-03-16,1730.5999755859375,373.8834344257395,372.7911682128906,50608.42,50363.96
2021-03-17,1726.800048828125,371.4917228010157,374.0623168945313,50436.02,49801.62
2021-03-18,1732.199951171875,371.44469063169737,368.619873046875,50161.25,49216.52
2021-03-19,1741.4000244140625,368.31567534165566,367.9378051757813,48881.19,49858.24
2021-03-22,1737.800048828125,368.4573290534802,370.875732421875,49878.77,49771.29
2021-03-23,1724.699951171875,370.2333401355902,367.9566345214844,49876.21,50051.44
2021-03-24,1732.9000244140625,369.3736509465277,366.0861206054688,49786.47,49180.31
2021-03-25,1724.9000244140625,364.6313826422119,368.1456298828125,49201.98,48440.12
2021-03-26,1732.199951171875,369.30757679748655,374.0782775878906,48969.25,49008.5
2021-03-30,1683.9000244140625,372.6045178890649,372.8973693847656,49331.68,50136.58
2021-03-31,1713.800048828125,373.47364088825344,374.4088745117188,50049.12,49509.15
2021-04-01,1726.5,376.3644225030954,378.4521789550781,49868.53,50029.83
2021-04-05,1727.0,381.14449986290174,383.8840942382813,50020.91,49159.32
2021-04-06,1741.5,383.3173656751921,383.6574401855469,49441.13,49201.39
2021-04-07,1740.0999755859375,383.4873673278781,384.1014099121094,49277.09,49661.76
2021-04-08,1756.800048828125,385.3672885982781,385.9246520996094,49885.26,49746.21
2021-04-09,1743.300048828125,385.8019528899941,388.73046875,49743.39,49591.32
2021-04-12,1731.199951171875,388.12575739952746,388.8720703125,48956.65,47883.38
2021-04-13,1746.199951171875,388.7682029021352,390.0246276855469,47991.53,48544.06
2021-04-15,1765.4000244140625,390.8559093428397,392.86810302734375,48512.77,48803.68
2021-04-16,1779.0,394.1717877737484,394.1812438964844,48935.74,48832.03
2021-04-19,1769.4000244140625,393.2365398616549,392.2445983886719,47940.81,47949.42
2021-04-20,1777.300048828125,391.0165537405549,389.372802734375,48473.04,47705.8
2021-04-22,1781.199951171875,392.8870867274031,389.46728515625,47501.71,48080.67
2021-04-23,1777.0,390.0340879070593,393.6900329589844,47863.81,47878.45
2021-04-26,1779.199951171875,394.3512292152161,394.5118103027344,48197.37,48386.51
2021-04-27,1778.0,394.81414507015336,394.42681884765625,48424.08,48944.14
2021-04-28,1773.199951171875,394.700802800578,394.3134765625,49066.64,49733.84
2021-04-29,1768.0999755859375,397.07201406560114,396.8263854980469,50093.86,49765.94
2021-04-30,1767.300048828125,394.530727339658,394.2189636230469,49360.89,48782.36
2021-05-03,1791.4000244140625,396.2311330510466,395.0691833496094,48356.01,48718.52
2021-05-04,1775.800048828125,393.0570493859964,392.6319274902344,48881.63,48253.51
2021-05-05,1784.0999755859375,394.29457899914655,392.7547302246094,48569.12,48677.55
2021-05-06,1815.5,392.830299097159,395.89111328125,48877.78,48949.76
2021-05-07,1831.0999755859373,396.6657603838535,398.77239990234375,49169.14,49206.47
2021-05-10,1837.5,399.1313601957728,394.8235778808594,49496.05,49502.41
2021-05-11,1835.9000244140625,390.2513654268045,391.2999572753906,49066.45,49161.81
2021-05-12,1822.5999755859373,388.48479587753445,382.9866943359375,49171.28,48690.8
2021-05-14,1837.9000244140625,390.3552489876463,393.5388488769531,48898.93,48732.55
2021-05-17,1867.5,392.4146901350111,392.5374755859375,48990.7,49580.73
2021-05-18,1867.800048828125,392.8020063590852,389.155517578125,49986.68,50193.33
2021-05-19,1881.300048828125,384.4131722342096,388.1352233886719,50088.81,49902.64
2021-05-20,1881.800048828125,389.0231995084992,392.3107299804688,49971.52,49564.86
2021-05-21,1876.699951171875,393.8128072672103,391.9895629882813,49833.98,50540.48
2021-05-24,1884.5999755859373,394.2567974011119,395.985595703125,50727.28,50651.9
2021-05-25,1898.0999755859373,397.0814539011844,395.1070556640625,50922.32,50637.53
2021-05-26,1901.300048828125,395.7021638123605,395.89111328125,50899.58,51017.52
2021-05-27,1895.699951171875,396.93030008843584,396.0989685058594,51128.8,51115.22
2021-05-28,1902.5,397.6860496754365,396.8074951171875,51381.27,51422.88
2021-06-01,1902.9000244140625,399.1976026514975,396.4580078125,52067.51,51934.88
2021-06-02,1907.5,397.1192165598777,397.0814208984375,51749.1,51849.48
